id,firstname,surname,birth_date,death_date,born_country,born_country_code,born_city,died_country,died_country_code,died_city,gender,award_year,category,overall_motivation,share,motivation,name,city,country,birth_year,age_at_award,decade,motivation_clean
790,J. Robin,Warren,1937-06-11,,Australia,AU,Adelaide,,,,Male,2005,Medicine,,2,"""for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease""",,,,1937,68,2000,for their discovery of the bacterium i helicobacter pylori i and its role in gastritis and peptic ulcer disease
791,Roy J.,Glauber,1925-09-01,2018-12-26,USA,US,New York NY,USA,US,Newton MA,Male,2005,Physics,,2,"""for his contribution to the quantum theory of optical coherence""",Harvard University,Cambridge MA,USA,1925,80,2000,for his contribution to the quantum theory of optical coherence
792,John L.,Hall,1934-08-21,,USA,US,Denver CO,,,,Male,2005,Physics,,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",University of Colorado JILA,Boulder CO,USA,1934,71,2000,for their contributions to the development of laser based precision spectroscopy including the optical frequency comb technique
793,Theodor W.,Hänsch,1941-10-30,,Germany,DE,Heidelberg,,,,Male,2005,Physics,,4,"""for their contributions to the development of laser-based precision spectroscopy including the optical frequency comb technique""",Max Planck Institute of Quantum Optics,Garching,Germany,1941,64,2000,for their contributions to the development of laser based precision spectroscopy including the optical frequency comb technique
794,Yves,Chauvin,1930-10-10,2015-01-27,Belgium,BE,Menin,France,FR,Tours,Male,2005,Chemistry,,3,"""for the development of the metathesis method in organic synthesis""",Institut Français du Pétrole,Rueil-Malmaison,France,1930,75,2000,for the development of the metathesis method in organic synthesis
795,Robert H.,Grubbs,1942-02-27,2021-12-19,USA,US,Possum Trot KY,USA,US,Duarte CA,Male,2005,Chemistry,,3,"""for the development of the metathesis method in organic synthesis""",California Institute of Technology (Caltech),Pasadena CA,USA,1942,63,2000,for the development of the metathesis method in organic synthesis
796,Richard R.,Schrock,1945-01-04,,USA,US,Berne IN,,,,Male,2005,Chemistry,,3,"""for the development of the metathesis method in organic synthesis""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1945,60,2000,for the development of the metathesis method in organic synthesis
798,Mohamed,ElBaradei,1942-06-17,,Egypt,EG,Cairo,,,,Male,2005,Peace,,2,"""for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way""",,,,1942,63,2000,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way
799,Robert J.,Aumann,1930-06-08,,Germany,DE,Frankfurt-on-the-Main,,,,Male,2005,Economics,,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",University of Jerusalem Center for RationalityHebrew,Jerusalem,Israel,1930,75,2000,for having enhanced our understanding of conflict and cooperation through game theory analysis
800,Thomas C.,Schelling,1921-04-14,2016-12-13,USA,US,Oakland CA,USA,US,Bethesda MD,Male,2005,Economics,,2,"""for having enhanced our understanding of conflict and cooperation through game-theory analysis""",University of Maryland Department of Economics and School of Public Policy,College Park MD,USA,1921,84,2000,for having enhanced our understanding of conflict and cooperation through game theory analysis
801,Harold,Pinter,1930-10-10,2008-12-24,United Kingdom,GB,London,United Kingdom,GB,London,Male,2005,Literature,,1,"""who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms""",,,,1930,75,2000,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression s closed rooms
802,Andrew Z.,Fire,1959-04-27,,USA,US,Stanford CA,,,,Male,2006,Medicine,,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",Stanford University School of Medicine,Stanford CA,USA,1959,47,2000,for their discovery of rna interference gene silencing by double stranded rna
803,Craig C.,Mello,1960-10-18,,USA,US,New Haven CT,,,,Male,2006,Medicine,,2,"""for their discovery of RNA interference - gene silencing by double-stranded RNA""",University of Massachusetts Medical School,Worcester MA,USA,1960,46,2000,for their discovery of rna interference gene silencing by double stranded rna
804,John C.,Mather,1946-08-07,,USA,US,Roanoke VA,,,,Male,2006,Physics,,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",NASA Goddard Space Flight Center,Greenbelt MD,USA,1946,60,2000,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
805,George F.,Smoot,1945-02-20,,USA,US,Yukon FL,,,,Male,2006,Physics,,2,"""for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation""",University of California,Berkeley CA,USA,1945,61,2000,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation
806,Roger D.,Kornberg,1947-04-24,,USA,US,St. Louis MO,,,,Male,2006,Chemistry,,1,"""for his studies of the molecular basis of eukaryotic transcription""",Stanford University,Stanford CA,USA,1947,59,2000,for his studies of the molecular basis of eukaryotic transcription
807,Edmund S.,Phelps,1933-07-26,,USA,US,Evanston IL,,,,Male,2006,Economics,,1,"""for his analysis of intertemporal tradeoffs in macroeconomic policy""",Columbia University,New York NY,USA,1933,73,2000,for his analysis of intertemporal tradeoffs in macroeconomic policy
808,Orhan,Pamuk,1952-06-07,,Turkey,TR,Istanbul,,,,Male,2006,Literature,,1,"""who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures""",,,,1952,54,2000,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures
809,Muhammad,Yunus,1940-06-28,,British India (now Bangladesh),BD,Chittagong,,,,Male,2006,Peace,,2,"""for their efforts to create economic and social development from below""",,,,1940,66,2000,for their efforts to create economic and social development from below
811,Mario R.,Capecchi,1937-10-06,,Italy,IT,Verona,,,,Male,2007,Medicine,,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of Utah,Salt Lake City UT,USA,1937,70,2000,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
812,Sir Martin J.,Evans,1941-01-01,,United Kingdom,GB,Stroud,,,,Male,2007,Medicine,,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",Cardiff University,Cardiff,United Kingdom,1941,66,2000,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
813,Oliver,Smithies,1925-06-23,2017-01-10,United Kingdom,GB,Halifax,USA,US,Chapel Hill NC,Male,2007,Medicine,,3,"""for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells""",University of North Carolina,Chapel Hill NC,USA,1925,82,2000,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells
814,Albert,Fert,1938-03-07,,France,FR,Carcassonne,,,,Male,2007,Physics,,2,"""for the discovery of Giant Magnetoresistance""",Universit&eacute; Paris-Sud,Orsay,France,1938,69,2000,for the discovery of giant magnetoresistance
815,Peter,Grünberg,1939-05-18,2018-04-09,Czechoslovakia (now Czech Republic),CZ,Plzen,Germany,DE,Jülich,Male,2007,Physics,,2,"""for the discovery of Giant Magnetoresistance""",Forschungszentrum J&uuml;lich,Jülich,Germany,1939,68,2000,for the discovery of giant magnetoresistance
816,Gerhard,Ertl,1936-10-10,,Germany,DE,Bad Cannstatt,,,,Male,2007,Chemistry,,1,"""for his studies of chemical processes on solid surfaces""",Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,1936,71,2000,for his studies of chemical processes on solid surfaces
817,Doris,Lessing,1919-10-22,2013-11-17,Persia (now Iran),IR,Kermanshah,United Kingdom,GB,London,Female,2007,Literature,,1,"""that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny""",,,,1919,88,2000,that epicist of the female experience who with scepticism fire and visionary power has subjected a divided civilisation to scrutiny
819,Al,Gore,1948-03-31,,USA,US,Washington D.C.,,,,Male,2007,Peace,,2,"""for their efforts to build up and disseminate greater knowledge about man-made climate change and to lay the foundations for the measures that are needed to counteract such change""",,,,1948,59,2000,for their efforts to build up and disseminate greater knowledge about man made climate change and to lay the foundations for the measures that are needed to counteract such change
820,Leonid,Hurwicz,1917-08-21,2008-06-24,Russia,RU,Moscow,USA,US,Minneapolis MN,Male,2007,Economics,,3,"""for having laid the foundations of mechanism design theory""",University of Minnesota,Minneapolis MN,USA,1917,90,2000,for having laid the foundations of mechanism design theory
821,Eric S.,Maskin,1950-12-12,,USA,US,New York NY,,,,Male,2007,Economics,,3,"""for having laid the foundations of mechanism design theory""",Institute for Advanced Study,Princeton NJ,USA,1950,57,2000,for having laid the foundations of mechanism design theory
822,Roger B.,Myerson,1951-03-29,,USA,US,Boston MA,,,,Male,2007,Economics,,3,"""for having laid the foundations of mechanism design theory""",University of Chicago,Chicago IL,USA,1951,56,2000,for having laid the foundations of mechanism design theory
823,Harald,zur Hausen,1936-03-11,2023-05-28,Germany,DE,Gelsenkirchen,Germany,DE,Heidelberg,Male,2008,Medicine,,2,"""for his discovery of human papilloma viruses causing cervical cancer""",German Cancer Research Center,Heidelberg,Germany,1936,72,2000,for his discovery of human papilloma viruses causing cervical cancer
824,Françoise,Barré-Sinoussi,1947-07-30,,France,FR,Paris,,,,Female,2008,Medicine,,4,"""for their discovery of human immunodeficiency virus""",Regulation of Retroviral Infections Unit Virology Department Institut Pasteur,Paris,France,1947,61,2000,for their discovery of human immunodeficiency virus
825,Luc,Montagnier,1932-08-18,2022-02-08,France,FR,Chabris,France,FR,Paris,Male,2008,Medicine,,4,"""for their discovery of human immunodeficiency virus""",World Foundation for AIDS Research and Prevention,Paris,France,1932,76,2000,for their discovery of human immunodeficiency virus
826,Yoichiro,Nambu,1921-01-18,2015-07-05,Japan,JP,Tokyo,Japan,JP,Osaka,Male,2008,Physics,,2,"""for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics""",Enrico Fermi Institute University of Chicago,Chicago IL,USA,1921,87,2000,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics
827,Makoto,Kobayashi,1944-04-07,,Japan,JP,Nagoya,,,,Male,2008,Physics,,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,1944,64,2000,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
828,Toshihide,Maskawa,1940-02-07,2021-07-23,Japan,JP,Nagoya,Japan,JP,Kyoto,Male,2008,Physics,,4,"""for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature""",Kyoto Sangyo University,Kyoto,Japan,1940,68,2000,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature
829,Osamu,Shimomura,1928-08-27,2018-10-19,Japan,JP,Kyoto,Japan,JP,Nagasaki,Male,2008,Chemistry,,3,"""for the discovery and development of the green fluorescent protein GFP""",Marine Biological Laboratory (MBL),Woods Hole MA,USA,1928,80,2000,for the discovery and development of the green fluorescent protein gfp
830,Martin,Chalfie,1947-01-15,,USA,US,Chicago IL,,,,Male,2008,Chemistry,,3,"""for the discovery and development of the green fluorescent protein GFP""",Columbia University,New York NY,USA,1947,61,2000,for the discovery and development of the green fluorescent protein gfp
831,Roger Y.,Tsien,1952-02-01,2016-08-24,USA,US,New York NY,USA,US,Eugene OR,Male,2008,Chemistry,,3,"""for the discovery and development of the green fluorescent protein GFP""",University of California,San Diego CA,USA,1952,56,2000,for the discovery and development of the green fluorescent protein gfp
832,Jean-Marie Gustave,Le Clézio,1940-04-13,,France,FR,Nice,,,,Male,2008,Literature,,1,"""author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization""",,,,1940,68,2000,author of new departures poetic adventure and sensual ecstasy explorer of a humanity beyond and below the reigning civilization
833,Martti,Ahtisaari,1937-06-23,2023-10-16,Finland,FI,Viipuri (now Vyborg),Finland,FI,Helsinki,Male,2008,Peace,,1,"""for his important efforts on several continents and over more than three decades to resolve international conflicts""",,,,1937,71,2000,for his important efforts on several continents and over more than three decades to resolve international conflicts
834,Paul,Krugman,1953-02-28,,USA,US,New York NY,,,,Male,2008,Economics,,1,"""for his analysis of trade patterns and location of economic activity""",Princeton University,Princeton NJ,USA,1953,55,2000,for his analysis of trade patterns and location of economic activity
835,Elizabeth H.,Blackburn,1948-11-26,,Australia,AU,Hobart Tasmania,,,,Female,2009,Medicine,,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",University of California,San Francisco CA,USA,1948,61,2000,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
836,Carol W.,Greider,1961-04-15,,USA,US,San Diego CA,,,,Female,2009,Medicine,,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Johns Hopkins University School of Medicine,Baltimore MD,USA,1961,48,2000,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
837,Jack W.,Szostak,1952-11-09,,United Kingdom,GB,London,,,,Male,2009,Medicine,,3,"""for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase""",Harvard Medical School,Boston MA,USA,1952,57,2000,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase
838,Charles K.,Kao,1933-11-04,2018-09-23,China,CN,Shanghai,,,Hong Kong,Male,2009,Physics,,2,"""for groundbreaking achievements concerning the transmission of light in fibers for optical communication""",Standard Telecommunication Laboratories,Harlow,United Kingdom,1933,76,2000,for groundbreaking achievements concerning the transmission of light in fibers for optical communication
839,Willard S.,Boyle,1924-08-19,2011-05-07,Canada,CA,Amherst NS,Canada,CA,Truro NS,Male,2009,Physics,,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,Murray Hill NJ,USA,1924,85,2000,for the invention of an imaging semiconductor circuit the ccd sensor
840,George E.,Smith,1930-05-10,,USA,US,White Plains NY,,,,Male,2009,Physics,,4,"""for the invention of an imaging semiconductor circuit - the CCD sensor""",Bell Laboratories,Murray Hill NJ,USA,1930,79,2000,for the invention of an imaging semiconductor circuit the ccd sensor
842,Thomas A.,Steitz,1940-08-23,2018-08-23,USA,US,Milwaukee WI,USA,US,Branford CT,Male,2009,Chemistry,,3,"""for studies of the structure and function of the ribosome""",Yale University,New Haven CT,USA,1940,69,2000,for studies of the structure and function of the ribosome
843,Ada E.,Yonath,1939-06-22,,British Mandate of Palestine (now Israel),IL,Jerusalem,,,,Female,2009,Chemistry,,3,"""for studies of the structure and function of the ribosome""",Weizmann Institute of Science,Rehovot,Israel,1939,70,2000,for studies of the structure and function of the ribosome
844,Herta,Müller,1953-08-17,,Romania,RO,Nitzkydorf Banat,,,,Female,2009,Literature,,1,"""who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed""",,,,1953,56,2000,who with the concentration of poetry and the frankness of prose depicts the landscape of the dispossessed
845,Barack,Obama,1961-08-04,,USA,US,Honolulu HI,,,,Male,2009,Peace,,1,"""for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples""",,,,1961,48,2000,for his extraordinary efforts to strengthen international diplomacy and cooperation between peoples
846,Elinor,Ostrom,1933-08-07,2012-06-12,USA,US,Los Angeles CA,USA,US,Bloomington IN,Female,2009,Economics,,2,"""for her analysis of economic governance especially the commons""",Indiana University,Bloomington IN,USA,1933,76,2000,for her analysis of economic governance especially the commons
847,Oliver E.,Williamson,1932-09-27,,USA,US,Superior WI,,,,Male,2009,Economics,,2,"""for his analysis of economic governance especially the boundaries of the firm""",University of California,Berkeley CA,USA,1932,77,2000,for his analysis of economic governance especially the boundaries of the firm
848,Robert G.,Edwards,1925-09-27,2013-04-10,United Kingdom,GB,Batley,United Kingdom,GB,Cambridge,Male,2010,Medicine,,1,"""for the development of in vitro fertilization""",University of Cambridge,Cambridge,United Kingdom,1925,85,2010,for the development of in vitro fertilization
849,Andre,Geim,1958-10-21,,Russia,RU,Sochi,,,,Male,2010,Physics,,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",University of Manchester,Manchester,United Kingdom,1958,52,2010,for groundbreaking experiments regarding the two dimensional material graphene
850,Konstantin,Novoselov,1974-08-23,,Russia,RU,Nizhny Tagil,,,,Male,2010,Physics,,2,"""for groundbreaking experiments regarding the two-dimensional material graphene""",University of Manchester,Manchester,United Kingdom,1974,36,2010,for groundbreaking experiments regarding the two dimensional material graphene
851,Richard F.,Heck,1931-08-15,2015-10-09,USA,US,Springfield MA,Philippines,PH,Manila,Male,2010,Chemistry,,3,"""for palladium-catalyzed cross couplings in organic synthesis""",University of Delaware,,USA,1931,79,2010,for palladium catalyzed cross couplings in organic synthesis
852,Ei-ichi,Negishi,1935-07-14,2021-06-06,China,CN,Changchun,USA,US,Indianapolis IN,Male,2010,Chemistry,,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Purdue University,West Lafayette IN,USA,1935,75,2010,for palladium catalyzed cross couplings in organic synthesis
853,Akira,Suzuki,1930-09-12,,Japan,JP,Mukawa,,,,Male,2010,Chemistry,,3,"""for palladium-catalyzed cross couplings in organic synthesis""",Hokkaido University,Sapporo,Japan,1930,80,2010,for palladium catalyzed cross couplings in organic synthesis
854,Mario,Vargas Llosa,1936-03-28,,Peru,PE,Arequipa,,,,Male,2010,Literature,,1,"""for his cartography of structures of power and his trenchant images of the individual's resistance revolt and defeat""",,,,1936,74,2010,for his cartography of structures of power and his trenchant images of the individual s resistance revolt and defeat
855,Xiaobo,Liu,1955-12-28,2017-07-13,China,CN,Changchun,China,CN,Shenyang,Male,2010,Peace,,1,"""for his long and non-violent struggle for fundamental human rights in China""",,,,1955,55,2010,for his long and non violent struggle for fundamental human rights in china
856,Peter A.,Diamond,1940-04-29,,USA,US,New York NY,,,,Male,2010,Economics,,3,"""for their analysis of markets with search frictions""",Massachusetts Institute of Technology (MIT),Cambridge MA,USA,1940,70,2010,for their analysis of markets with search frictions
857,Dale T.,Mortensen,1939-02-02,2014-01-09,USA,US,Enterprise OR,USA,US,Wilmette IL,Male,2010,Economics,,3,"""for their analysis of markets with search frictions""",Northwestern University,Evanston IL,USA,1939,71,2010,for their analysis of markets with search frictions
858,Christopher A.,Pissarides,1948-02-20,,Cyprus,CY,Nicosia,,,,Male,2010,Economics,,3,"""for their analysis of markets with search frictions""",London School of Economics and Political Science,London,United Kingdom,1948,62,2010,for their analysis of markets with search frictions
861,Bruce A.,Beutler,1957-12-29,,USA,US,Chicago IL,,,,Male,2011,Medicine,,4,"""for their discoveries concerning the activation of innate immunity""",University of Texas Southwestern Medical Center at Dallas,Dallas TX,USA,1957,54,2010,for their discoveries concerning the activation of innate immunity
862,Jules A.,Hoffmann,1941-08-02,,Luxembourg,LU,Echternach,,,,Male,2011,Medicine,,4,"""for their discoveries concerning the activation of innate immunity""",University of Strasbourg,Strasbourg,France,1941,70,2010,for their discoveries concerning the activation of innate immunity
863,Ralph M.,Steinman,1943-01-14,2011-09-30,Canada,CA,Montreal,USA,US,New York NY,Male,2011,Medicine,,2,"""for his discovery of the dendritic cell and its role in adaptive immunity""",Rockefeller University,New York NY,USA,1943,68,2010,for his discovery of the dendritic cell and its role in adaptive immunity
865,Brian P.,Schmidt,1967-02-24,,USA,US,Missoula MT,,,,Male,2011,Physics,,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Australian National University,Weston Creek,Australia,1967,44,2010,for the discovery of the accelerating expansion of the universe through observations of distant supernovae
866,Adam G.,Riess,1969-12-16,,USA,US,Washington D.C.,,,,Male,2011,Physics,,4,"""for the discovery of the accelerating expansion of the Universe through observations of distant supernovae""",Johns Hopkins University,Baltimore MD,USA,1969,42,2010,for the discovery of the accelerating expansion of the universe through observations of distant supernovae
867,Dan,Shechtman,1941-01-24,,British Mandate of Palestine (now Israel),IL,Tel Aviv,,,,Male,2011,Chemistry,,1,"""for the discovery of quasicrystals""",Technion - Israel Institute of Technology,Haifa,Israel,1941,70,2010,for the discovery of quasicrystals
868,Tomas,Tranströmer,1931-04-15,2015-03-26,Sweden,SE,Stockholm,Sweden,SE,Stockholm,Male,2011,Literature,,1,"""because through his condensed translucent images he gives us fresh access to reality""",,,,1931,80,2010,because through his condensed translucent images he gives us fresh access to reality
869,Ellen,Johnson Sirleaf,1938-10-29,,Liberia,LR,Monrovia,,,,Female,2011,Peace,,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",,,,1938,73,2010,for their non violent struggle for the safety of women and for women s rights to full participation in peace building work
870,Leymah,Gbowee,1972-02-01,,Liberia,LR,Monrovia,,,,Female,2011,Peace,,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",,,,1972,39,2010,for their non violent struggle for the safety of women and for women s rights to full participation in peace building work
871,Tawakkol,Karman,1979-02-07,,Yemen,YE,Ta'izz,,,,Female,2011,Peace,,3,"""for their non-violent struggle for the safety of women and for women's rights to full participation in peace-building work""",,,,1979,32,2010,for their non violent struggle for the safety of women and for women s rights to full participation in peace building work
872,Thomas J.,Sargent,1943-07-19,,USA,US,Pasadena CA,,,,Male,2011,Economics,,2,"""for their empirical research on cause and effect in the macroeconomy""",New York University,New York NY,USA,1943,68,2010,for their empirical research on cause and effect in the macroeconomy
873,Christopher A.,Sims,1942-10-21,,USA,US,Washington D.C.,,,,Male,2011,Economics,,2,"""for their empirical research on cause and effect in the macroeconomy""",Princeton University,Princeton NJ,USA,1942,69,2010,for their empirical research on cause and effect in the macroeconomy
874,Sir John B.,Gurdon,1933-10-02,,United Kingdom,GB,Dippenhall,,,,Male,2012,Medicine,,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Gurdon Institute,Cambridge,United Kingdom,1933,79,2010,for the discovery that mature cells can be reprogrammed to become pluripotent
875,Shinya,Yamanaka,1962-09-04,,Japan,JP,Osaka,,,,Male,2012,Medicine,,2,"""for the discovery that mature cells can be reprogrammed to become pluripotent""",Kyoto University,Kyoto,Japan,1962,50,2010,for the discovery that mature cells can be reprogrammed to become pluripotent
876,Serge,Haroche,1944-09-11,,Morocco,MA,Casablanca,,,,Male,2012,Physics,,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",Collège de France,Paris,France,1944,68,2010,for ground breaking experimental methods that enable measuring and manipulation of individual quantum systems
877,David J.,Wineland,1944-02-24,,USA,US,Milwaukee WI,,,,Male,2012,Physics,,2,"""for ground-breaking experimental methods that enable measuring and manipulation of individual quantum systems""",National Institute of Standards and Technology,Boulder CO,USA,1944,68,2010,for ground breaking experimental methods that enable measuring and manipulation of individual quantum systems
878,Robert J.,Lefkowitz,1943-04-15,,USA,US,New York NY,,,,Male,2012,Chemistry,,2,"""for studies of G-protein-coupled receptors""",Howard Hughes Medical Institute,,USA,1943,69,2010,for studies of g protein coupled receptors
879,Brian,Kobilka,1955-05-30,,USA,US,Little Falls MN,,,,Male,2012,Chemistry,,2,"""for studies of G-protein-coupled receptors""",Stanford University School of Medicine,Stanford CA,USA,1955,57,2010,for studies of g protein coupled receptors
880,Mo,Yan,1956-03-25,,China,CN,Gaomi,,,,Male,2012,Literature,,1,"""who with hallucinatory realism merges folk tales history and the contemporary""",,,,1956,56,2010,who with hallucinatory realism merges folk tales history and the contemporary
882,Alvin E.,Roth,1951-12-18,,USA,US,New York NY,,,,Male,2012,Economics,,2,"""for the theory of stable allocations and the practice of market design""",Harvard University,Cambridge MA,USA,1951,61,2010,for the theory of stable allocations and the practice of market design
883,Lloyd S.,Shapley,1923-06-02,2016-03-12,USA,US,Cambridge MA,USA,US,Tucson AZ,Male,2012,Economics,,2,"""for the theory of stable allocations and the practice of market design""",University of California,Los Angeles CA,USA,1923,89,2010,for the theory of stable allocations and the practice of market design
884,James E.,Rothman,1950-11-03,,USA,US,Haverhill MA,,,,Male,2013,Medicine,,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",Yale University,New Haven CT,USA,1950,63,2010,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells
885,Randy W.,Schekman,1948-12-30,,USA,US,St. Paul MN,,,,Male,2013,Medicine,,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",University of California,Berkeley CA,USA,1948,65,2010,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells
886,Thomas C.,Südhof,1955-12-22,,Germany,DE,Göttingen,,,,Male,2013,Medicine,,3,"""for their discoveries of machinery regulating vesicle traffic a major transport system in our cells""",Stanford University,Stanford CA,USA,1955,58,2010,for their discoveries of machinery regulating vesicle traffic a major transport system in our cells
887,François,Englert,1932-11-06,,Belgium,BE,Etterbeek,,,,Male,2013,Physics,,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",Université Libre de Bruxelles,Brussels,Belgium,1932,81,2010,for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the atlas and cms experiments at cern s large hadron collider
888,Peter,Higgs,1929-05-29,,United Kingdom,GB,Newcastle upon Tyne,,,,Male,2013,Physics,,2,"""for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the ATLAS and CMS experiments at CERN's Large Hadron Collider""",University of Edinburgh,Edinburgh,United Kingdom,1929,84,2010,for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles and which recently was confirmed through the discovery of the predicted fundamental particle by the atlas and cms experiments at cern s large hadron collider
889,Martin,Karplus,1930-03-15,,Austria,AT,Vienna,,,,Male,2013,Chemistry,,3,"""for the development of multiscale models for complex chemical systems""",Université de Strasbourg,Strasbourg,France,1930,83,2010,for the development of multiscale models for complex chemical systems
890,Michael,Levitt,1947-05-09,,South Africa,ZA,Pretoria,,,,Male,2013,Chemistry,,3,"""for the development of multiscale models for complex chemical systems""",Stanford University School of Medicine,Stanford CA,USA,1947,66,2010,for the development of multiscale models for complex chemical systems
891,Arieh,Warshel,1940-11-20,,British Mandate of Palestine (now Israel),IL,Kibbutz Sde-Nahum,,,,Male,2013,Chemistry,,3,"""for the development of multiscale models for complex chemical systems""",University of Southern California,Los Angeles CA,USA,1940,73,2010,for the development of multiscale models for complex chemical systems
892,Alice,Munro,1931-07-10,,Canada,CA,Wingham,,,,Female,2013,Literature,,1,"""master of the contemporary short story""",,,,1931,82,2010,master of the contemporary short story
894,Eugene F.,Fama,1939-02-14,,USA,US,Boston MA,,,,Male,2013,Economics,,3,"""for their empirical analysis of asset prices""",University of Chicago,Chicago IL,USA,1939,74,2010,for their empirical analysis of asset prices
895,Lars Peter,Hansen,1952-10-26,,USA,US,Urbana IL,,,,Male,2013,Economics,,3,"""for their empirical analysis of asset prices""",University of Chicago,Chicago IL,USA,1952,61,2010,for their empirical analysis of asset prices
896,Robert J.,Shiller,1946-03-29,,USA,US,Detroit MI,,,,Male,2013,Economics,,3,"""for their empirical analysis of asset prices""",Yale University,New Haven CT,USA,1946,67,2010,for their empirical analysis of asset prices
903,John,O'Keefe,1939-11-18,,USA,US,New York NY,,,,Male,2014,Medicine,,2,"""for their discoveries of cells that constitute a positioning system in the brain""",University College,London,United Kingdom,1939,75,2010,for their discoveries of cells that constitute a positioning system in the brain
904,May-Britt,Moser,1963-01-04,,Norway,NO,Fosnavåg,,,,Female,2014,Medicine,,4,"""for their discoveries of cells that constitute a positioning system in the brain""",Norwegian University of Science and Technology (NTNU),Trondheim,Norway,1963,51,2010,for their discoveries of cells that constitute a positioning system in the brain
905,Edvard I.,Moser,1962-04-27,,Norway,NO,Ålesund,,,,Male,2014,Medicine,,4,"""for their discoveries of cells that constitute a positioning system in the brain""",Norwegian University of Science and Technology (NTNU),Trondheim,Norway,1962,52,2010,for their discoveries of cells that constitute a positioning system in the brain
906,Isamu,Akasaki,1929-01-30,2021-04-01,Japan,JP,Chiran,Japan,JP,Nagoya,Male,2014,Physics,,3,"""for the invention of efficient blue light-emitting diodes which has enabled bright and energy-saving white light sources""",Meijo University,Nagoya,Japan,1929,85,2010,for the invention of efficient blue light emitting diodes which has enabled bright and energy saving white light sources
